dimension0,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,dimension9,dimension10,dimension11
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5,0
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,0
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5,0
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,0
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6,4
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,2
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,1
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,1
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,1
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5,0
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,4
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0667,6,1
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,2
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56667,6,1
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,2
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,2
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,1
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,1
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,2
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5,0
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5,0
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8,2
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,2
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,2
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,0
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,1
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6,2
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6,2
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6,1
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,1
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,2
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,4
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6,0
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4,4
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6,2
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6,0
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,0
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,0
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,0
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4,0
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,0
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,0
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,2
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,2
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,0
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,0
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,1
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5667,7,1
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,1
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,1
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3,4
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,2
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4,4
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,2
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4,4
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,4
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4,4
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,2
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,2
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,2
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,4
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6,4
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,2
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,4
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,2
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,3
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7,2
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,2
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,3
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,4
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,4
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,4
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,4
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,0
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,0
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6,4
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,4
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,4
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,4
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,4
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,2
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,2
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,0
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,2
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,2
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,0
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333,6,0
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,0
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,0
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,0
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,2
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,2
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,0
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,2
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,0
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,0
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,0
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,0
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,0
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,2
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,0
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,0
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,2
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,2
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,2
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,1
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,2
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,0
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,0
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,2
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,2
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,0
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,2
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,0
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,0
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,2
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,2
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,2
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,2
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,2
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,0
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,2
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,2
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,2
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,0
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,2
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,2
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,2
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,2
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,2
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,1
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,3
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,3
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,3
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,2
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,2
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,2
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,0
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,0
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,2
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,0
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6,0
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,0
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,2
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,1
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,0
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,1
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,2
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,2
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,2
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,2
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,0
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,2
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,0
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,2
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,1
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,0
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,0
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,0
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,2
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,1
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,1
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,0
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,2
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,0
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,0
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5,0
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,0
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,0
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,0
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,0
9.18446,0.503063,0.397146,4.68617,0.076446,13.4258,98.4165,0.998195,3.23863,0.750117,9.92913,5.25991,1
8.74092,0.185229,0,1.74602,0.0397973,19.162,16.598,0.994081,3.53739,0.619878,10.4949,4.48544,2
7.37181,0.547682,0.0467608,3.06851,0.0591973,12.8238,26.6745,1.00024,3.30903,0.478859,11.2995,4.65011,2
8.68329,0.176923,0.0122435,2.81637,0.122223,17.6675,42.6635,0.996178,3.08285,0.53613,9.9321,6.48972,0
8.91791,0.212131,0.334108,1.99587,0.055607,22.2732,80.3829,0.998504,3.18155,0.605735,10.776,6.42384,1
7.48535,0.494576,0.0554603,0.9,0.125708,30.0614,44.099,0.998641,3.36694,0.548797,10.8081,6.87809,0
8.25726,0.807985,0,3.69763,0.0915634,12.7473,49.4863,0.992996,3.2772,0.718682,11.9979,5.21748,0
6.91197,0.437976,0.449297,3.00232,0.0625332,21.2438,49.6612,0.998575,3.20273,0.602608,10.0051,4.45413,0
8.83521,0.574565,0.271972,2.20805,0.0208517,11.4749,35.1941,0.995233,3.28621,0.726638,12.433,5.77701,0
8.76806,0.51449,0,2.50142,0.0903013,41.6408,40.14,0.997316,3.30575,0.46005,11.6409,6.24326,0
9.6969,0.364986,0.544242,0.9,0.115087,38.7874,13.8838,0.995678,3.3265,0.572806,8.77049,5.69139,2
6.47006,0.612622,0.0918707,4.7241,0.0506025,12.5061,73.2287,0.994424,3.34623,0.879719,8.70994,5.78513,0
8.77212,0.667813,0.0300162,0.9,0.112032,18.9814,54.7078,0.997401,3.20613,0.697517,10.7353,5.05913,0
11.5681,0.612665,0.0389083,3.4645,0.0415929,24.108,84.5802,0.995198,3.45985,0.728118,11.299,7.16781,1
7.89239,0.392857,0.0976972,1.38857,0.0838377,19.4434,55.5696,0.998308,3.31312,0.904533,10.1409,7.83275,0
9.40898,0.374338,0.0623645,3.21906,0.0769492,23.3435,62.0351,0.996609,3.18038,0.401372,9.94715,6.32762,0
8.6924,0.304759,0.304711,3.08208,0.0458675,17.4829,48.3826,0.99459,3.36635,0.753206,11.5772,6.48704,0
5.92098,0.359894,0.371305,3.26321,0.111707,56.1751,65.2474,0.99889,3.4584,0.768564,10.087,6.24894,0
6.97407,0.485416,0.176426,2.65424,0.196407,1,69.0425,0.993703,3.23825,0.842734,10.4915,4.76567,0
7.07422,0.649509,0.128699,2.844,0.0896114,9.05908,116.994,0.997943,2.99846,0.689754,9.71774,6.32442,1
6.93978,0.507276,0.369348,3.75946,0.0309742,12.376,30.8443,0.995514,3.58368,0.726796,9.0793,6.37726,2
12.0145,0.712693,0,1.85607,0.147094,8.47259,61.0674,0.998209,3.16801,0.648059,8.4,4.80876,0
7.87989,0.304393,0.588971,0.9,0.0667557,17.2425,93.8789,0.994037,3.49069,0.659883,9.37702,6.0092,1
8.66622,0.420346,0.284573,1.99554,0.0928093,22.8009,98.6403,0.994411,3.64042,0.33,10.2612,6.11113,1
8.80887,0.41632,0.230433,1.84371,0.0597279,24.7619,58.2119,0.995439,3.45,0.710238,11.2892,6.14449,0
6.87628,0.427515,0.416549,3.39938,0.0864828,17.1022,88.497,0.99563,3.39558,0.623876,10.191,6.52336,1
9.75677,0.673487,0.525284,2.56842,0.119563,12.6295,57.1314,0.996501,3.32609,0.759032,9.55103,7.32577,0
6.56806,0.310408,0.496577,3.65499,0.116841,22.4475,46.0649,0.995053,3.32282,0.543365,11.4621,5.51726,0
6.88237,0.470273,0.351415,1.74399,0.0487685,18.4239,54.526,0.99579,3.23839,0.697483,8.87981,4.4994,0
7.06876,0.489601,0.331541,4.61895,0.127833,14.2019,45.8422,0.994855,3.30825,0.609219,10.7669,4.96798,0
9.22387,0.802272,0.249789,3.10519,0.119948,11.6781,53.8394,0.99677,3.32619,0.527118,10.4491,6.03819,0
10.8462,0.699587,0.690418,1.4569,0.128523,17.7927,118.502,0.995221,3.18147,0.556548,8.4,5.21144,1
6.99791,0.55475,0.33755,5.18407,0.132199,9.84042,16.9142,0.997675,3.10729,0.968594,11.6799,5.25713,2
5.33691,0.770244,0.248663,4.28404,0.0124243,9.60536,46.6403,0.996835,3.24163,0.763726,9.28525,5.52104,0
8.52908,0.619936,0.409599,0.953141,0.015263,29.2396,57.3994,0.995334,3.55059,0.677756,11.6797,5.69055,0
11.9076,0.842131,0.222477,3.90865,0.117841,30.191,14.7263,0.998042,3.47452,0.36003,9.16202,3.9892,2
7.85057,0.656303,0.563636,2.64327,0.164118,1.43884,6,0.996642,3.37041,0.652607,8.4,5.56405,4
6.04843,0.647732,0.342389,1.21364,0.0632812,4.79538,44.4059,0.998549,3.15893,0.743588,9.8579,4.99572,0
8.13329,0.34245,0.163124,0.9,0.179937,16.2438,23.4501,0.997151,3.29377,0.620693,11.0775,6.24776,2
7.39598,0.424715,0.217395,0.9,0.0161536,30.1726,100.58,0.996277,3.40013,0.710908,13.704,6.54016,1
8.09692,0.356722,0,2.82567,0.0518687,1,25.1986,0.994705,3.57158,0.807593,10.4145,6.83118,2
8.45434,0.373599,0.567682,3.29863,0.0386482,13.8839,17.664,0.994137,3.4541,0.981808,8.93258,6.09066,2
7.18681,0.440596,0.155577,1.32064,0.0897502,7.18305,55.3646,0.996652,3.27422,0.50431,9.80834,6.24605,0
9.19178,0.35278,0.290326,3.59821,0.012,21.5586,24.6706,0.997824,3.19328,0.352209,8.68856,5.67485,2
8.77184,0.365894,0.395374,0.9,0.0843565,3.2075,25.0254,0.996836,3.17828,0.592964,11.4954,5.17014,2
9.77466,0.325536,0.374182,4.57131,0.012,7.53927,65.4508,0.996363,3.36841,0.555769,10.5153,5.5103,0
10.3529,0.573377,0.336741,1.95809,0.0645172,11.3503,59.4434,0.995952,3.35585,1.00994,11.3513,5.37274,0
10.4111,0.454751,0,1.11748,0.012,12.198,47.0737,0.999911,3.36159,0.62101,11.3069,3.85038,0
8.72987,0.665851,0,4.15142,0.103398,11.5309,67.2834,1.00103,3.33919,0.700224,9.93346,4.94971,0
9.76533,0.37453,0.284917,1.86534,0.11001,19.3651,80.598,0.995784,3.26945,0.492242,9.94951,5.94072,1
9.63763,0.362698,0.440376,4.45016,0.106925,35.5065,21.0137,0.994398,3.0365,0.911739,11.1203,5.59113,2
8.80709,0.326291,0.747411,2.721,0.0926152,23.4666,62.2907,0.997169,3.18907,0.738066,12.4286,6.72254,0
11.0935,0.436282,0.0781995,2.36145,0.0900893,27.3203,6,0.999633,3.28672,0.58579,9.34442,4.29961,4
9.75286,0.540949,0.0196898,0.9,0.0716627,33.3331,37.9285,0.99391,3.27317,0.61192,8.4,5.59218,0
7.91756,0.652483,0.631154,4.12718,0.0748112,4.30049,131.119,0.996858,3.31326,0.654059,10.6341,5.51944,3
7.32084,0.4299,0.264595,1.77262,0.0539162,16.9882,38.0802,0.999585,2.90184,0.843167,11.7509,3.96162,0
7.72299,0.46131,0,1.44214,0.035197,34.2039,77.2472,0.999147,3.42253,0.466767,9.86402,6.03123,1
6.19179,0.65549,0.22416,2.01034,0.120928,20.522,34.5937,0.998935,3.14421,0.762554,11.055,5.38604,0
8.88747,0.303796,0.450977,2.27811,0.0628644,26.8477,23.2982,0.994088,3.07079,0.760872,9.05847,7.05314,2
4.6948,0.831587,0.312082,2.40245,0.0618198,20.0499,45.2298,0.998829,3.32875,0.683626,10.0355,5.59003,0
8.85555,0.221598,0.00834756,3.58675,0.0955084,13.9504,47.0742,0.997403,3.22778,0.526221,10.6317,4.84592,0
9.03045,0.222956,0.471456,3.20513,0.0995167,26.154,101.254,0.998661,3.02691,0.441252,9.75713,5.65709,1
9.22093,0.397869,0.307358,1.47377,0.0586853,1.16103,16.0977,0.994196,3.16045,0.836748,9.41124,7.76185,4
9.17855,0.560917,0.103767,3.52619,0.060374,17.1512,130.683,0.996565,3.48855,0.538956,10.3857,7.06607,3
7.22803,0.852357,0.408846,1.74577,0.117231,26.048,66.9224,0.993783,3.19885,0.616193,10.3437,6.13726,0
8.62903,0.288714,0.345039,3.39969,0.113813,27.1801,73.8999,0.997613,3.30028,0.376604,10.8808,5.80374,0
8.79248,0.299206,0.0603846,4.02368,0.0856049,23.0035,47.3993,0.996803,3.45597,0.570676,10.5254,5.2627,0
7.56314,0.47246,0.314248,1.8638,0.146569,6.51719,40.3206,0.995917,3.53451,0.691466,11.5226,4.43633,0
8.7846,0.687118,0.287005,4.04106,0.0631202,30.6169,122.091,0.996062,3.24233,0.904508,12.1063,5.21378,1
7.58805,0.477364,0.00907512,1.24357,0.0402064,7.84364,45.3268,0.997189,3.55049,0.488921,11.4719,5.46321,0
8.23352,0.648654,0.0522681,3.07798,0.0953007,21.026,55.9801,1.00138,3.21265,0.568141,9.75892,5.18744,0
7.20989,0.740725,0.547691,1.73409,0.0482915,20.806,28.3022,0.997941,3.34244,0.40122,12.0721,7.08632,2
7.25271,0.458399,0.326663,3.01037,0.118461,36.902,40.6471,0.99524,3.09817,0.534251,10.3877,7.08525,0
7.41843,0.567892,0.267776,4.21435,0.206397,10.322,30.3675,0.998717,3.41639,0.971179,11.0453,5.34587,2
9.34802,0.726345,0.430806,3.25403,0.13767,28.1059,91.9344,0.997971,3.28531,0.683018,11.7087,4.97629,1
8.96153,0.457389,0.276575,4.34133,0.0964607,16.3607,6,0.998155,3.41077,1.02484,10.095,5.813,4
8.75384,0.810279,0.252412,2.93221,0.116077,17.8269,31.7822,0.997113,3.47687,0.484147,10.5647,5.07063,2
10.4003,0.255079,0.162097,3.07065,0.161148,15.1872,28.2043,1.0003,3.08756,0.33,10.8919,5.23058,2
6.54157,0.654659,0.318468,1.7435,0.0272086,25.001,67.8564,0.99656,3.59621,0.476762,8.79728,5.07726,0
8.24027,0.571393,0.223983,3.03518,0.0285625,30.9769,43.7654,0.998855,3.36403,0.735572,11.0302,5.99758,0
9.43868,0.765818,0.309258,3.53845,0.0832431,30.9388,24.2176,1.00015,3.30491,0.415622,10.5595,5.08603,2
9.78328,0.410962,0.184059,0.9,0.0661786,1,6,0.998182,3.43243,0.730267,9.39251,5.59749,4
8.31336,0.320404,0.563839,3.77582,0.0770668,16.1562,53.3226,0.992893,3.27295,0.542548,9.35559,5.40901,0
11.4496,0.64257,0.159709,3.34611,0.153328,25.5467,48.4294,0.995526,3.41891,0.724847,11.377,6.14897,0
10.147,0.431981,0.527605,2.81741,0.185139,8.66591,103.573,0.99712,3.21054,0.576127,10.0816,5.97857,1
9.22994,0.425094,0.266231,5.55925,0.168774,20.4389,47.7179,0.996973,3.40583,0.484778,10.1487,4.28853,0
9.01472,0.643707,0.17685,4.75801,0.0297755,1,53.8512,0.998723,3.57109,0.580365,11.5725,5.60492,0
8.01908,0.686048,0.398049,0.9,0.15696,30.3109,25.8897,0.997494,3.38738,0.702335,9.83654,5.09364,2
8.27515,0.737809,0.37687,2.01627,0.123787,1,84.2568,0.993463,3.25516,0.468357,9.04328,6.57347,1
7.50532,0.589865,0.261835,3.2114,0.0910822,2.45462,79.2403,0.995815,3.0708,0.58558,12.0223,6.32264,1
7.7126,0.465283,0.208321,5.46687,0.105442,20.3732,80.3593,0.997197,3.27112,0.624866,10.3467,5.60596,1
9.58651,0.537122,0.413695,2.425,0.0911675,1,76.6107,0.997401,3.46519,0.33,12.6485,5.52329,0
10.2491,0.341615,0.390345,1.05357,0.0581087,35.896,40.1952,0.997157,3.44544,0.74217,10.5833,5.93075,0
12.5042,0.517503,0.31015,4.02015,0.139498,28.2914,67.479,0.994589,3.56329,0.463835,10.7455,5.02689,0
8.20797,0.586689,0.333576,3.13368,0.163416,20.619,38.4362,0.998566,3.49475,0.450061,11.0596,6.20227,0
7.80155,0.774154,0.241745,2.71586,0.0793209,16.0379,10.4055,0.994029,3.55728,0.514583,9.36649,3.89701,4
7.20714,0.290908,0.590842,3.96257,0.0550785,39.4358,78.7633,0.996134,2.92524,1.04648,8.94216,4.30725,1
10.1,0.964682,0.540633,3.33388,0.115459,24.8018,71.433,0.997277,3.3272,0.647539,9.61951,5.40936,0
5.37204,0.510212,0.0783969,0.982824,0.0959333,30.4355,76.6761,0.993783,3.15833,0.817616,9.37598,5.45462,1
9.27733,0.354429,0.291503,0.9,0.059163,19.2199,6,0.997578,3.30808,0.7518,10.6616,6.73766,4
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0
7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,0
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,0
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,0
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0
